"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"5633","335257","0","999","Genotype","Viva"
"5634","335257","0","999","Barcode","11G5070126"
"5635","335258","0","999","DOI","10.2135/cropsci2017.04.0244"
"5636","335258","0","999","Genotype","Roza"
"5637","335258","0","999","Barcode","11G5070042"
"5638","335259","0","999","DOI","10.2135/cropsci2017.04.0244"
"5639","335259","0","999","Genotype","Roza"
"5640","335259","0","999","Barcode","11G5070158"
"5641","335260","0","999","DOI","10.2135/cropsci2017.04.0244"
"5642","335260","0","999","Genotype","Harold"
"5643","335260","0","999","Barcode","11G5070020"
"5644","335261","0","999","DOI","10.2135/cropsci2017.04.0244"
"5645","335261","0","999","Genotype","Harold"
"5646","335261","0","999","Barcode","11G5070138"
"5647","335262","0","999","DOI","10.2135/cropsci2017.04.0244"
"5648","335262","0","999","Genotype","Gloria"
"5649","335262","0","999","Barcode","11G5070019"
"5650","335263","0","999","DOI","10.2135/cropsci2017.04.0244"
"5651","335263","0","999","Genotype","Gloria"
"5652","335263","0","999","Barcode","11G5070189"
"5653","335264","0","999","DOI","10.2135/cropsci2017.04.0244"
"5654","335264","0","999","Genotype","Yolano"
"5655","335265","0","999","DOI","10.2135/cropsci2017.04.0244"
"5656","335265","0","999","Genotype","Yolano"
"5657","335265","0","999","Barcode","11G5070107"
"5658","335266","0","999","DOI","10.2135/cropsci2017.04.0244"
"5659","335266","0","999","Genotype","AC_Early_Rose"
"5660","335266","0","999","Barcode","11G5060119"
"5661","335267","0","999","DOI","10.2135/cropsci2017.04.0244"
"5662","335267","0","999","Genotype","AC_Early_Rose"
"5663","335267","0","999","Barcode","11G5060427"
"5664","335268","0","999","DOI","10.2135/cropsci2017.04.0244"
"5665","335268","0","999","Genotype","Sedona"
"5666","335268","0","999","Barcode","11G5060188"
"5667","335269","0","999","DOI","10.2135/cropsci2017.04.0244"
"5668","335269","0","999","Genotype","Sedona"
"5669","335269","0","999","Barcode","11G5060496"
"5670","335270","0","999","DOI","10.2135/cropsci2017.04.0244"
"5671","335270","0","999","Genotype","S08418"
"5672","335270","0","999","Barcode","11G5060191"
"5673","335271","0","999","DOI","10.2135/cropsci2017.04.0244"
"5674","335271","0","999","Genotype","S08418"
"5675","335271","0","999","Barcode","11G5060499"
"5676","335272","0","999","DOI","10.2135/cropsci2017.04.0244"
"5677","335272","0","999","Genotype","Pink_Floyd"
"5678","335272","0","999","Barcode","11G5060212"
"5679","335273","0","999","DOI","10.2135/cropsci2017.04.0244"
"5680","335273","0","999","Genotype","Pink_Floyd"
"5681","335273","0","999","Barcode","11G5060520"
"5682","335274","0","999","DOI","10.2135/cropsci2017.04.0244"
"5683","335274","0","999","Genotype","ROG_312"
"5684","335274","0","999","Barcode","11G5060223"
"5685","335275","0","999","DOI","10.2135/cropsci2017.04.0244"
"5686","335275","0","999","Genotype","ROG_312"
"5687","335275","0","999","Barcode","11G5060531"
"5688","335276","0","999","DOI","10.2135/cropsci2017.04.0244"
"5689","335276","0","999","Genotype","UI_537"
"5690","335276","0","999","Barcode","11G5060231"
"5691","335277","0","999","DOI","10.2135/cropsci2017.04.0244"
"5692","335277","0","999","Genotype","UI_537"
"5693","335277","0","999","Barcode","11G5060539"
"5694","335278","0","999","DOI","10.2135/cropsci2017.04.0244"
"5695","335278","0","999","Genotype","6R_42"
"5696","335278","0","999","Barcode","11G5060315"
"5697","335279","0","999","DOI","10.2135/cropsci2017.04.0244"
"5698","335279","0","999","Genotype","6R_42"
"5699","335279","0","999","Barcode","11G5060623"
"5700","335280","0","999","DOI","10.2135/cropsci2017.04.0244"
"5701","335280","0","999","Genotype","Victor"
"5702","335280","0","999","Barcode","11G5060316"
"5703","335281","0","999","DOI","10.2135/cropsci2017.04.0244"
"5704","335281","0","999","Genotype","Victor"
"5705","335281","0","999","Barcode","11G5060624"
"5706","335282","0","999","DOI","10.2135/cropsci2017.04.0244"
"5707","335282","0","999","Genotype","USWA_61"
"5708","335282","0","999","Barcode","11G5060317"
"5709","335283","0","999","DOI","10.2135/cropsci2017.04.0244"
"5710","335283","0","999","Genotype","USWA_61"
"5711","335283","0","999","Barcode","11G5060625"
"5712","335284","0","999","DOI","10.2135/cropsci2017.04.0244"
"5713","335284","0","999","Genotype","I9365_25"
"5714","335284","0","999","Barcode","11G5060318"
"5715","335285","0","999","DOI","10.2135/cropsci2017.04.0244"
"5716","335285","0","999","Genotype","I9365_25"
"5717","335285","0","999","Barcode","11G5060318"
"5718","335286","0","999","DOI","10.2135/cropsci2017.04.0244"
"5719","335286","0","999","Genotype","I9365_5"
"5720","335286","0","999","Barcode","11G5060319"
"5721","335287","0","999","DOI","10.2135/cropsci2017.04.0244"
"5722","335287","0","999","Genotype","I9365_5"
"5723","335287","0","999","Barcode","11G5060627"
"5724","335288","0","999","DOI","10.2135/cropsci2017.04.0244"
"5725","335288","0","999","Genotype","Viva"
"5726","335288","0","999","Barcode","11G5060323"
"5727","335289","0","999","DOI","10.2135/cropsci2017.04.0244"
"5728","335289","0","999","Genotype","Viva"
"5729","335289","0","999","Barcode","11G5060631"
"5730","335290","0","999","DOI","10.2135/cropsci2017.04.0244"
"5731","335290","0","999","Genotype","Roza"
"5732","335290","0","999","Barcode","11G5060324"
"5733","335291","0","999","DOI","10.2135/cropsci2017.04.0244"
"5734","335291","0","999","Genotype","Roza"
"5735","335291","0","999","Barcode","11G5060632"
"5736","335292","0","999","DOI","10.2135/cropsci2017.04.0244"
"5737","335292","0","999","Genotype","Harold"
"5738","335292","0","999","Barcode","11G5060325"
"5739","335293","0","999","DOI","10.2135/cropsci2017.04.0244"
"5740","335293","0","999","Genotype","Harold"
"5741","335293","0","999","Barcode","11G5060633"
"5742","335294","0","999","DOI","10.2135/cropsci2017.04.0244"
"5743","335294","0","999","Genotype","Gloria"
"5744","335294","0","999","Barcode","11G5060326"
"5745","335295","0","999","DOI","10.2135/cropsci2017.04.0244"
"5746","335295","0","999","Genotype","Gloria"
"5747","335295","0","999","Barcode","11G5060634"
"5748","335296","0","999","DOI","10.2135/cropsci2017.04.0244"
"5749","335296","0","999","Genotype","URS_117"
"5750","335296","0","999","Barcode","11G5060327"
"5751","335297","0","999","DOI","10.2135/cropsci2017.04.0244"
"5752","335297","0","999","Genotype","URS_117"
"5753","335297","0","999","Barcode","11G5060635"
"5754","335298","0","999","DOI","10.2135/cropsci2017.04.0244"
"5755","335298","0","999","Genotype","PK9_7"
"5756","335298","0","999","Barcode","11G5060332"
"5757","335299","0","999","DOI","10.2135/cropsci2017.04.0244"
"5758","335299","0","999","Genotype","PK9_7"
"5759","335299","0","999","Barcode","11G5060640"
"5760","335300","0","999","DOI","10.2135/cropsci2017.04.0244"
"5761","335300","0","999","Genotype","PK9_15"
"5762","335300","0","999","Barcode","11G5060333"
"5763","335301","0","999","DOI","10.2135/cropsci2017.04.0244"
"5764","335301","0","999","Genotype","PK9_15"
"5765","335301","0","999","Barcode","11G5060641"
"5766","335302","0","999","DOI","10.2135/cropsci2017.04.0244"
"5767","335302","0","999","Genotype","UCD_9623"
"5768","335302","0","999","Barcode","11G5060389"
"5769","335303","0","999","DOI","10.2135/cropsci2017.04.0244"
"5770","335303","0","999","Genotype","UCD_9623"
"5771","335303","0","999","Barcode","11G5060697"
"5772","335304","0","999","DOI","10.2135/cropsci2017.04.0244"
"5773","335304","0","999","Genotype","Yolano"
"5774","335304","0","999","Barcode","11G5060390"
"5775","335305","0","999","DOI","10.2135/cropsci2017.04.0244"
"5776","335305","0","999","Genotype","Yolano"
"5777","335305","0","999","Barcode","11G5060698"
"5778","335307","0","999","DOI","10.2135/cropsci2017.04.0244"
"5779","335307","0","999","Genotype","Seafarer"
"5780","335307","0","999","Barcode","11G5070044"
"5781","335308","0","999","DOI","10.2135/cropsci2017.04.0244"
"5782","335308","0","999","Genotype","Seafarer"
"5783","335308","0","999","Barcode","11G5070164"
"5784","335309","0","999","DOI","10.2135/cropsci2017.04.0244"
"5785","335309","0","999","Genotype","C_20"
"5786","335309","0","999","Barcode","11G5070008"
"5787","335310","0","999","DOI","10.2135/cropsci2017.04.0244"
"5788","335310","0","999","Genotype","C_20"
"5789","335310","0","999","Barcode","11G5070197"
"5790","335311","0","999","DOI","10.2135/cropsci2017.04.0244"
"5791","335311","0","999","Genotype","Mayflower"
"5792","335311","0","999","Barcode","11G5070028"
"5793","335312","0","999","DOI","10.2135/cropsci2017.04.0244"
"5794","335312","0","999","Genotype","Mayflower"
"5795","335312","0","999","Barcode","11G5070167"
"5796","335313","0","999","DOI","10.2135/cropsci2017.04.0244"
"5797","335313","0","999","Genotype","Schooner"
"5798","335313","0","999","Barcode","11G5070100"
"5799","335314","0","999","DOI","10.2135/cropsci2017.04.0244"
"5800","335314","0","999","Genotype","Schooner"
"5801","335314","0","999","Barcode","11G5070109"
"5802","335315","0","999","DOI","10.2135/cropsci2017.04.0244"
"5803","335315","0","999","Genotype","Medalist"
"5804","335315","0","999","Barcode","11G5070029"
"5805","335316","0","999","DOI","10.2135/cropsci2017.04.0244"
"5806","335316","0","999","Genotype","Medalist"
"5807","335316","0","999","Barcode","11G5070181"
"5808","335317","0","999","DOI","10.2135/cropsci2017.04.0244"
"5809","335317","0","999","Genotype","Navigator"
"5810","335317","0","999","Barcode","11G5070031"
"5811","335318","0","999","DOI","10.2135/cropsci2017.04.0244"
"5812","335318","0","999","Genotype","Navigator"
"5813","335318","0","999","Barcode","11G5070145"
"5814","335319","0","999","DOI","10.2135/cropsci2017.04.0244"
"5815","335319","0","999","Genotype","Avalanche"
"5816","335319","0","999","Barcode","11G5070005"
"5817","335320","0","999","DOI","10.2135/cropsci2017.04.0244"
"5818","335320","0","999","Genotype","Avalanche"
"5819","335320","0","999","Barcode","11G5070185"
"5820","335321","0","999","DOI","10.2135/cropsci2017.04.0244"
"5821","335321","0","999","Genotype","AC_Polaris"
"5822","335321","0","999","Barcode","11G5060120"
"5823","335322","0","999","DOI","10.2135/cropsci2017.04.0244"
"5824","335322","0","999","Genotype","AC_Polaris"
"5825","335322","0","999","Barcode","11G5060428"
"5826","335323","0","999","DOI","10.2135/cropsci2017.04.0244"
"5827","335323","0","999","Genotype","F07_004_9_1"
"5828","335323","0","999","Barcode","11G5060151"
"5829","335324","0","999","DOI","10.2135/cropsci2017.04.0244"
"5830","335324","0","999","Genotype","F07_004_9_1"
"5831","335324","0","999","Barcode","11G5060459"
"5832","335325","0","999","DOI","10.2135/cropsci2017.04.0244"
"5833","335325","0","999","Genotype","Michelite"
"5834","335325","0","999","Barcode","11G5060158"
"5835","335326","0","999","DOI","10.2135/cropsci2017.04.0244"
"5836","335326","0","999","Genotype","Michelite"
"5837","335326","0","999","Barcode","11G5060466"
"5838","335327","0","999","DOI","10.2135/cropsci2017.04.0244"
"5839","335327","0","999","Genotype","Sanilac"
"5840","335327","0","999","Barcode","11G5060159"
"5841","335328","0","999","DOI","10.2135/cropsci2017.04.0244"
"5842","335328","0","999","Genotype","Sanilac"
"5843","335328","0","999","Barcode","11G5060467"
"5844","335329","0","999","DOI","10.2135/cropsci2017.04.0244"
"5845","335329","0","999","Genotype","Seafarer"
"5846","335329","0","999","Barcode","11G5060160"
"5847","335330","0","999","DOI","10.2135/cropsci2017.04.0244"
"5848","335330","0","999","Genotype","Seafarer"
"5849","335330","0","999","Barcode","11G5060468"
"5850","335331","0","999","DOI","10.2135/cropsci2017.04.0244"
"5851","335331","0","999","Genotype","Swan_Valley"
"5852","335331","0","999","Barcode","11G5060161"
"5853","335332","0","999","DOI","10.2135/cropsci2017.04.0244"
"5854","335332","0","999","Genotype","Swan_Valley"
"5855","335332","0","999","Barcode","11G5060469"
"5856","335333","0","999","DOI","10.2135/cropsci2017.04.0244"
"5857","335333","0","999","Genotype","Neptune"
"5858","335333","0","999","Barcode","11G5060162"
"5859","335334","0","999","DOI","10.2135/cropsci2017.04.0244"
"5860","335334","0","999","Genotype","Neptune"
"5861","335334","0","999","Barcode","11G5060470"
"5862","335335","0","999","DOI","10.2135/cropsci2017.04.0244"
"5863","335335","0","999","Genotype","Bunsi"
"5864","335335","0","999","Barcode","11G5060165"
"5865","335336","0","999","DOI","10.2135/cropsci2017.04.0244"
"5866","335336","0","999","Genotype","Bunsi"
"5867","335336","0","999","Barcode","11G5060473"
"5868","335337","0","999","DOI","10.2135/cropsci2017.04.0244"
"5869","335337","0","999","Genotype","C_20"
"5870","335337","0","999","Barcode","11G5060166"
"5871","335338","0","999","DOI","10.2135/cropsci2017.04.0244"
"5872","335338","0","999","Genotype","C_20"
"5873","335338","0","999","Barcode","11G5060474"
"5874","335339","0","999","DOI","10.2135/cropsci2017.04.0244"
"5875","335339","0","999","Genotype","Laker"
"5876","335339","0","999","Barcode","11G5060167"
"5877","335340","0","999","DOI","10.2135/cropsci2017.04.0244"
"5878","335340","0","999","Genotype","Laker"
"5879","335340","0","999","Barcode","11G5060475"
"5880","335341","0","999","DOI","10.2135/cropsci2017.04.0244"
"5881","335341","0","999","Genotype","Mayflower"
"5882","335341","0","999","Barcode","11G5060168"
"5883","335342","0","999","DOI","10.2135/cropsci2017.04.0244"
"5884","335342","0","999","Genotype","Mayflower"
"5885","335342","0","999","Barcode","11G5060476"
"5886","335343","0","999","DOI","10.2135/cropsci2017.04.0244"
"5887","335343","0","999","Genotype","Huron"
"5888","335343","0","999","Barcode","11G5060172"
"5889","335344","0","999","DOI","10.2135/cropsci2017.04.0244"
"5890","335344","0","999","Genotype","Huron"
"5891","335344","0","999","Barcode","11G5060480"
"5892","335345","0","999","DOI","10.2135/cropsci2017.04.0244"
"5893","335345","0","999","Genotype","Newport"
"5894","335345","0","999","Barcode","11G5060174"
"5895","335346","0","999","DOI","10.2135/cropsci2017.04.0244"
"5896","335346","0","999","Genotype","Newport"
"5897","335346","0","999","Barcode","11G5060482"
"5898","335347","0","999","DOI","10.2135/cropsci2017.04.0244"
"5899","335347","0","999","Genotype","Mackinac"
"5900","335347","0","999","Barcode","11G5060175"
"5901","335348","0","999","DOI","10.2135/cropsci2017.04.0244"
"5902","335348","0","999","Genotype","Mackinac"
"5903","335348","0","999","Barcode","11G5060483"
"5904","335349","0","999","DOI","10.2135/cropsci2017.04.0244"
"5905","335349","0","999","Genotype","Seahawk"
"5906","335349","0","999","Barcode","11G5060180"
"5907","335350","0","999","DOI","10.2135/cropsci2017.04.0244"
"5908","335350","0","999","Genotype","Seahawk"
"5909","335350","0","999","Barcode","11G5060488"
"5910","335351","0","999","DOI","10.2135/cropsci2017.04.0244"
"5911","335351","0","999","Genotype","N05324"
"5912","335351","0","999","Barcode","11G5060190"
"5913","335352","0","999","DOI","10.2135/cropsci2017.04.0244"
"5914","335352","0","999","Genotype","N05324"
"5915","335352","0","999","Barcode","11G5060498"
"5916","335353","0","999","DOI","10.2135/cropsci2017.04.0244"
"5917","335353","0","999","Genotype","Schooner"
"5918","335353","0","999","Barcode","11G5060208"
"5919","335354","0","999","DOI","10.2135/cropsci2017.04.0244"
"5920","335354","0","999","Genotype","Schooner"
"5921","335354","0","999","Barcode","11G5060516"
"5922","335355","0","999","DOI","10.2135/cropsci2017.04.0244"
"5923","335355","0","999","Genotype","Ensign"
"5924","335355","0","999","Barcode","11G5060108"
"5925","335356","0","999","DOI","10.2135/cropsci2017.04.0244"
"5926","335356","0","999","Genotype","Ensign"
"5927","335356","0","999","Barcode","11G5060209"
"5928","335357","0","999","DOI","10.2135/cropsci2017.04.0244"
"5929","335357","0","999","Genotype","Ensign"
"5930","335357","0","999","Barcode","11G5060416"
"5931","335358","0","999","DOI","10.2135/cropsci2017.04.0244"
"5932","335358","0","999","Genotype","Ensign"
"5933","335358","0","999","Barcode","11G5060517"
"5934","335359","0","999","DOI","10.2135/cropsci2017.04.0244"
"5935","335359","0","999","Genotype","Voyager"
"5936","335359","0","999","Barcode","11G5060210"
"5937","335360","0","999","DOI","10.2135/cropsci2017.04.0244"
"5938","335360","0","999","Genotype","Voyager"
"5939","335360","0","999","Barcode","11G5060518"
"5940","335361","0","999","DOI","10.2135/cropsci2017.04.0244"
"5941","335361","0","999","Genotype","Seabiskit"
"5942","335361","0","999","Barcode","11G5060211"
"5943","335362","0","999","DOI","10.2135/cropsci2017.04.0244"
"5944","335362","0","999","Genotype","Seabiskit"
"5945","335362","0","999","Barcode","11G5060519"
"5946","335363","0","999","DOI","10.2135/cropsci2017.04.0244"
"5947","335363","0","999","Genotype","Medalist"
"5948","335363","0","999","Barcode","11G5060214"
"5949","335364","0","999","DOI","10.2135/cropsci2017.04.0244"
"5950","335364","0","999","Genotype","Medalist"
"5951","335364","0","999","Barcode","11G5060522"
"5952","335365","0","999","DOI","10.2135/cropsci2017.04.0244"
"5953","335365","0","999","Genotype","Navigator"
"5954","335365","0","999","Barcode","11G5060215"
"5955","335366","0","999","DOI","10.2135/cropsci2017.04.0244"
"5956","335366","0","999","Genotype","Navigator"
"5957","335366","0","999","Barcode","11G5060523"
"5958","335367","0","999","DOI","10.2135/cropsci2017.04.0244"
"5959","335367","0","999","Genotype","Morden_003"
"5960","335367","0","999","Barcode","11G5060280"
"5961","335368","0","999","DOI","10.2135/cropsci2017.04.0244"
"5962","335368","0","999","Genotype","Morden_003"
"5963","335368","0","999","Barcode","11G5060588"
"5964","335369","0","999","DOI","10.2135/cropsci2017.04.0244"
"5965","335369","0","999","Genotype","Arthur"
"5966","335369","0","999","Barcode","11G5060344"
"5967","335370","0","999","DOI","10.2135/cropsci2017.04.0244"
"5968","335370","0","999","Genotype","Arthur"
"5969","335370","0","999","Barcode","11G5060652"
"5970","335371","0","999","DOI","10.2135/cropsci2017.04.0244"
"5971","335371","0","999","Genotype","Norstar"
"5972","335371","0","999","Barcode","11G5060345"
"5973","335372","0","999","DOI","10.2135/cropsci2017.04.0244"
"5974","335372","0","999","Genotype","Norstar"
"5975","335372","0","999","Barcode","11G5060653"
"5976","335373","0","999","DOI","10.2135/cropsci2017.04.0244"
"5977","335373","0","999","Genotype","Avalanche"
"5978","335373","0","999","Barcode","11G5060346"
"5979","335374","0","999","DOI","10.2135/cropsci2017.04.0244"
"5980","335374","0","999","Genotype","Avalanche"
"5981","335374","0","999","Barcode","11G5060654"
"5982","335375","0","999","DOI","10.2135/cropsci2017.04.0244"
"5983","335375","0","999","Genotype","NDZ06249"
"5984","335375","0","999","Barcode","11G5060348"
"5985","335376","0","999","DOI","10.2135/cropsci2017.04.0244"
"5986","335376","0","999","Genotype","NDZ06249"
"5987","335376","0","999","Barcode","11G5060656"
"5988","335377","0","999","DOI","10.2135/cropsci2017.04.0244"
"5989","335377","0","999","Genotype","Crestwood"
"5990","335377","0","999","Barcode","11G5060355"
"5991","335378","0","999","DOI","10.2135/cropsci2017.04.0244"
"5992","335378","0","999","Genotype","Crestwood"
"5993","335378","0","999","Barcode","11G5060663"
"5994","335379","0","999","DOI","10.2135/cropsci2017.04.0244"
"5995","335379","0","999","Genotype","Reliant"
"5996","335379","0","999","Barcode","11G5060356"
"5997","335380","0","999","DOI","10.2135/cropsci2017.04.0244"
"5998","335380","0","999","Genotype","Reliant"
"5999","335380","0","999","Barcode","11G5060664"
"6000","335381","0","999","DOI","10.2135/cropsci2017.04.0244"
"6001","335381","0","999","Genotype","Vista"
"6002","335381","0","999","Barcode","11G5060106"
"6003","335382","0","999","DOI","10.2135/cropsci2017.04.0244"
"6004","335382","0","999","Genotype","Vista"
"6005","335382","0","999","Barcode","11G5060357"
"6006","335383","0","999","DOI","10.2135/cropsci2017.04.0244"
"6007","335383","0","999","Genotype","Vista"
"6008","335383","0","999","Barcode","11G5060414"
"6009","335384","0","999","DOI","10.2135/cropsci2017.04.0244"
"6010","335384","0","999","Genotype","Vista"
"6011","335384","0","999","Barcode","11G5060665"
"6012","335385","0","999","DOI","10.2135/cropsci2017.04.0244"
"6013","335385","0","999","Genotype","Envoy"
"6014","335385","0","999","Barcode","11G5060358"
"6015","335386","0","999","DOI","10.2135/cropsci2017.04.0244"
"6016","335386","0","999","Genotype","Envoy"
"6017","335386","0","999","Barcode","11G5060666"
"6018","335387","0","999","DOI","10.2135/cropsci2017.04.0244"
"6019","335387","0","999","Genotype","CDC_Whitecap"
"6020","335387","0","999","Barcode","11G5060364"
"6021","335388","0","999","DOI","10.2135/cropsci2017.04.0244"
"6022","335388","0","999","Genotype","CDC_Whitecap"
"6023","335388","0","999","Barcode","11G5060672"
"6024","335389","0","999","DOI","10.2135/cropsci2017.04.0244"
"6025","335389","0","999","Genotype","OAC_Rex"
"6026","335389","0","999","Barcode","11G5060372"
"6027","335390","0","999","DOI","10.2135/cropsci2017.04.0244"
"6028","335390","0","999","Genotype","OAC_Rex"
"6029","335390","0","999","Barcode","11G5060680"
"6030","335391","0","999","DOI","10.2135/cropsci2017.04.0244"
"6031","335391","0","999","Genotype","Nautica"
"6032","335391","0","999","Barcode","11G5060373"
"6033","335392","0","999","DOI","10.2135/cropsci2017.04.0244"
"6034","335392","0","999","Genotype","Nautica"
"6035","335392","0","999","Barcode","11G5060681"
"6036","335393","0","999","DOI","10.2135/cropsci2017.04.0244"
"6037","335393","0","999","Genotype","Fleetwood"
"6038","335393","0","999","Barcode","11G5060374"
"6039","335394","0","999","DOI","10.2135/cropsci2017.04.0244"
"6040","335394","0","999","Genotype","Fleetwood"
"6041","335394","0","999","Barcode","11G5060682"
"6042","335395","0","999","DOI","10.2135/cropsci2017.04.0244"
"6043","335395","0","999","Genotype","OAC_Laser"
"6044","335395","0","999","Barcode","11G5060375"
"6045","335396","0","999","DOI","10.2135/cropsci2017.04.0244"
"6046","335396","0","999","Genotype","OAC_Laser"
"6047","335396","0","999","Barcode","11G5060683"
"6048","335397","0","999","DOI","10.2135/cropsci2017.04.0244"
"6049","335397","0","999","Genotype","OAC_Gryphon"
"6050","335397","0","999","Barcode","11G5060376"
"6051","335398","0","999","DOI","10.2135/cropsci2017.04.0244"
"6052","335398","0","999","Genotype","OAC_Gryphon"
"6053","335398","0","999","Barcode","11G5060684"
"6054","335399","0","999","DOI","10.2135/cropsci2017.04.0244"
"6055","335399","0","999","Genotype","Lightning"
"6056","335399","0","999","Barcode","11G5060377"
"6057","335400","0","999","DOI","10.2135/cropsci2017.04.0244"
"6058","335400","0","999","Genotype","Lightning"
"6059","335400","0","999","Barcode","11G5060685"
"6060","335401","0","999","DOI","10.2135/cropsci2017.04.0244"
"6061","335401","0","999","Genotype","OAC_Seaforth"
"6062","335401","0","999","Barcode","11G5060380"
"6063","335402","0","999","DOI","10.2135/cropsci2017.04.0244"
"6064","335402","0","999","Genotype","OAC_Seaforth"
"6065","335402","0","999","Barcode","11G5060688"
"6066","335403","0","999","DOI","10.2135/cropsci2017.04.0244"
"6067","335403","0","999","Genotype","AC_Compass"
"6068","335403","0","999","Barcode","11G5060381"
"6069","335404","0","999","DOI","10.2135/cropsci2017.04.0244"
"6070","335404","0","999","Genotype","AC_Compass"
"6071","335404","0","999","Barcode","11G5060689"
"6072","335405","0","999","DOI","10.2135/cropsci2017.04.0244"
"6073","335405","0","999","Genotype","T9905"
"6074","335405","0","999","Barcode","11G5060382"
"6075","335406","0","999","DOI","10.2135/cropsci2017.04.0244"
"6076","335406","0","999","Genotype","T9905"
"6077","335406","0","999","Barcode","11G5060690"
"6078","335407","0","999","DOI","10.2135/cropsci2017.04.0244"
"6079","335407","0","999","Genotype","T9903"
"6080","335407","0","999","Barcode","11G5060383"
"6081","335408","0","999","DOI","10.2135/cropsci2017.04.0244"
"6082","335408","0","999","Genotype","T9903"
"6083","335408","0","999","Barcode","11G5060691"
"6084","335409","0","999","DOI","10.2135/cropsci2017.04.0244"
"6085","335409","0","999","Genotype","HY_4181"
"6086","335409","0","999","Barcode","11G5060384"
"6087","335410","0","999","DOI","10.2135/cropsci2017.04.0244"
"6088","335410","0","999","Genotype","HY_4181"
"6089","335410","0","999","Barcode","11G5060692"
"6090","335411","0","999","DOI","10.2135/cropsci2017.04.0244"
"6091","335411","0","999","Genotype","Albion"
"6092","335411","0","999","Barcode","11G5060404"
"6093","335412","0","999","DOI","10.2135/cropsci2017.04.0244"
"6094","335412","0","999","Genotype","Albion"
"6095","335412","0","999","Barcode","11G5060712"
"6096","335413","0","999","DOI","10.2135/cropsci2017.04.0244"
